hotel name,hotel ID,review ID,review URL,customer review date,customer review year,userID,customer review score,customer review Title,customer review text,hotel reply yes or no,hotel reply text,hotel reply date,customer review text all,label_air,label_facilities,label_food,label_hygiene,label_infoSeeking,label_location,label_price,label_room,label_service,label_wifi,,
IW Hotel,d15125253,r782973066,https://www.tripadvisor.com/ShowUserReviews-g294217-d15125253-r782973066-IW_Hotel-Hong_Kong.html,"Reviewed February 16, 2021 ",2021,82C1441109BFBD0A2D7A572935AAFBC3,1,Deceiving and unethical practices,"The hotel is currently on the quarantine government approved list, but they are clearly being greedy with the hidden charges and unpleasant food.  If they are charging 100HKD for each food delivery they should at least provide decent food to the guests!   This is outrageous and they are clearly profiting on people that has limited budget and is staying in the hotel. ",0,,,"deceiving and unethical practices the hotel is currently on the quarantine government approved list, but they are clearly being greedy with the hidden charges and unpleasant food.  if they are charging 100hkd for each food delivery they should at least provide decent food to the guests!   this is outrageous and they are clearly profiting on people that has limited budget and is staying in the hotel. ",0,0,1,0,1,0,1,0,0,0,,
"Mandarin Oriental, Hong Kong",d301413,r812195474,https://www.tripadvisor.com/ShowUserReviews-g294217-d301413-r812195474-Mandarin_Oriental_Hong_Kong-Hong_Kong.html,"Reviewed September 28, 2021 ",2021,C84ACD3BFF8867C61139AB95008F6E17,5,A perfect staycation honeymoon,"My wife and I travelled from London back to Hong Kong, where we grew up, for our wedding banquet with family and friends. As we couldn't travel to other Asia countries due to COVID related entry restrictions, we decided to spend the rest of our time in Hong Kong and treated ourselves to a luxurious staycation at Mandarin Oriental. We've known for many years that this is an iconic landmark of Hong Kong but never go the chance to experience ourselves. Having stayed there, I could only say the services and hospitality is exactly up to and beyond our expectations! The check-in was swift and even though there was a bit of a wait, we didn't feel left out queuing cluelessly as you would normally experience in many hotels. After check-in, our guest relations officer, Bonita, showed us to our room (which we believe had one of the best views of the Statue Square), and chatted a little with us about our 'rough' journey back to Hong Kong with a mandatory three week quarantine. After learning that we're newly weds celebrating our honeymoon locally she arranged a magnificent celebratory treat for us, including a fancy bottle of champagne, house chocolates and a handwritten card congratulating us! Never experienced such a personal and warm welcome, especially that we've just been with this hotel the first time ever!We've also had our lunch at the Aubrey (the Japanese restaurant at MO, and we 100%  recommend their lunch bento boxes), as well as the Mandarin Grill+Bar. It might've been that we've made our booking early, or just that we were especially looked after since it's our honeymoon, we were given very good seats in both occasions.The turndown service was automatically done for us while we were out early evening time, and our room was tidied with many nice and thoughtful gestures. There was even complimentary shoe shining service, which is unprecedented for us!Overall, the communication was brilliant (small things like automatically sending us a confirmation email the day prior to check in, as well as following up with our experience at the hotel after we checked out go a very long way!), and the hospitality is exactly what makes MO a landmark hotel in HK. Definitely would like to revisit again in the future for special occasions! :)",1,"dear bylt1228,thank you very much for staying with us at mandarin oriental, hong kong for taking the time to share your generous compliments on tripadvisor. we are thrilled to read that you had an enjoyable stay with us, loved the room, appreciated the dining experience and our service, recognized bonita. we greatly appreciate your kind patronage. my colleagues and i look forward to the immense pleasure of welcoming you back to mandarin oriental, hong kong in the not too distant future.best regards,michael grollhotel managermandarin oriental, hong kong","Responded September 29, 2021","a perfect staycation honeymoon my wife and i travelled from london back to hong kong, where we grew up, for our wedding banquet with family and friends. as we couldn't travel to other asia countries due to covid related entry restrictions, we decided to spend the rest of our time in hong kong and treated ourselves to a luxurious staycation at mandarin oriental. we've known for many years that this is an iconic landmark of hong kong but never go the chance to experience ourselves. having stayed there, i could only say the services and hospitality is exactly up to and beyond our expectations! the check-in was swift and even though there was a bit of a wait, we didn't feel left out queuing cluelessly as you would normally experience in many hotels. after check-in, our guest relations officer, bonita, showed us to our room (which we believe had one of the best views of the statue square), and chatted a little with us about our 'rough' journey back to hong kong with a mandatory three week quarantine. after learning that we're newly weds celebrating our honeymoon locally she arranged a magnificent celebratory treat for us, including a fancy bottle of champagne, house chocolates and a handwritten card congratulating us! never experienced such a personal and warm welcome, especially that we've just been with this hotel the first time ever!we've also had our lunch at the aubrey (the japanese restaurant at mo, and we 100%  recommend their lunch bento boxes), as well as the mandarin grill+bar. it might've been that we've made our booking early, or just that we were especially looked after since it's our honeymoon, we were given very good seats in both occasions.the turndown service was automatically done for us while we were out early evening time, and our room was tidied with many nice and thoughtful gestures. there was even complimentary shoe shining service, which is unprecedented for us!overall, the communication was brilliant (small things like automatically sending us a confirmation email the day prior to check in, as well as following up with our experience at the hotel after we checked out go a very long way!), and the hospitality is exactly what makes mo a landmark hotel in hk. definitely would like to revisit again in the future for special occasions! :)",0,0,1,0,1,1,0,1,1,0,,
"Mandarin Oriental, Hong Kong",d301413,r780053699,https://www.tripadvisor.com/ShowUserReviews-g294217-d301413-r780053699-Mandarin_Oriental_Hong_Kong-Hong_Kong.html,"Reviewed December 27, 2020 ",2020,A27410F2D03DC16B087417C42DA0EBA0,5,Enjoyable X'mas Staycation,"Originally had my plan to stay at Landmark Mandarin Oriental but was changed to Mandarin Oriental eventually due to LMO was one of the designated quarantine hotels. Thanks for Holly, Vivien and Hon who accommodated my request prior to my arrival. The suite with a connecting room was spacious and suited my needs. When we entered the room, the coffee table was full of festive decorations and snacks. My daughter loved the tent and said she would be back again...and my parents loved the dining table set at the Suite so we can dine comfortably during the Christmas with great view and superb food from your in-room dining. Overall, our stay was sweet and lovely, just one point to note was it's a bit busy when we checked out and spent quite some time to queue up at the lobby.....",1,"dear nkyleethank you very much for celebrating the festive season with us at mandarin oriental, hong kong and for taking the time to share your generous compliments on tripadvisor. we are delighted to read that you and your family had an amazing stay with us and recognized holly, vivien and hon. we truly appreciate your kind support and patronage. my colleagues and i look forward to the immense pleasure of welcoming you back to mandarin oriental, hong kong in the not too distant future.best regards,richard langonnehotel managermandarin oriental, hong kong","Responded December 27, 2020","enjoyable x'mas staycation originally had my plan to stay at landmark mandarin oriental but was changed to mandarin oriental eventually due to lmo was one of the designated quarantine hotels. thanks for holly, vivien and hon who accommodated my request prior to my arrival. the suite with a connecting room was spacious and suited my needs. when we entered the room, the coffee table was full of festive decorations and snacks. my daughter loved the tent and said she would be back again...and my parents loved the dining table set at the suite so we can dine comfortably during the christmas with great view and superb food from your in-room dining. overall, our stay was sweet and lovely, just one point to note was it's a bit busy when we checked out and spent quite some time to queue up at the lobby.....",0,0,1,0,1,0,0,1,0,0,,
"The Murray, Hong Kong, a Niccolo Hotel",d13009537,r821480654,https://www.tripadvisor.com/ShowUserReviews-g294217-d13009537-r821480654-The_Murray_Hong_Kong_a_Niccolo_Hotel-Hong_Kong.html,"Reviewed December 9, 2021 ",2021,C1A517F44C88A25B000249C2BA57C1CC,5,Pleasant stay during the covid time,"During the quarantine period, i feel the warmest welcome and services from among the staff. Especially i would like to thank to staff - edward who pays effort to fulfil my every little demand.applause to him from bottom of heart. Not good journey, but great services.",1,"dear xhtkx,thank you very much for your continued support and share your feedback with us. delighted to read that numerous touchpoints of your stay, especially edward left such a memorable impression! we do our utmost to ensure our guests have a memorable stay and i am delighted to hear this was the case during your time with us.we look forward to welcoming you again in the near future.best regards,don wongguest relations managerthe murray, hong kong, a niccolo hotel","Responded December 10, 2021","pleasant stay during the covid time during the quarantine period, i feel the warmest welcome and services from among the staff. especially i would like to thank to staff - edward who pays effort to fulfil my every little demand.applause to him from bottom of heart. not good journey, but great services.",0,0,0,0,0,0,0,0,1,0,,
"The Murray, Hong Kong, a Niccolo Hotel",d13009537,r780429907,https://www.tripadvisor.com/ShowUserReviews-g294217-d13009537-r780429907-The_Murray_Hong_Kong_a_Niccolo_Hotel-Hong_Kong.html,"Reviewed January 2, 2021 ",2021,FD44DB574DA194ED69A4727EDC865EFB,5,Most enjoyable stay despite quarantine restrictions,"Service was excellent.  Due to government imposed COVID restrictions, some facitilies were closed but the staff tried their best to make our stay delightful and comfortable. I was particularly impressed by Lenora who helped us check in.",1,"dear patsun430,festive greetings from the murray, hong kong! we are pleased to learn about your delightful experience during your visit to the murray. thank you for sharing your thoughts and we hope to have the opportunity to serve you again. we wish you a delightful festive period ahead. henry changuest relations managerthe murray, hong kong, a niccolo hotel","Responded January 2, 2021","most enjoyable stay despite quarantine restrictions service was excellent.  due to government imposed covid restrictions, some facitilies were closed but the staff tried their best to make our stay delightful and comfortable. i was particularly impressed by lenora who helped us check in.",0,0,0,0,0,0,0,1,1,0,,
EAST Hong Kong,d1590819,r786948490,https://www.tripadvisor.com/ShowUserReviews-g294217-d1590819-r786948490-EAST_Hong_Kong-Hong_Kong.html,"Reviewed April 21, 2021 ",2021,83205E80DB0626BFA18BD9D0A8D86D25,5,Quarantine Staycation,"The hotel room is so beautiful that you would wish you want to stay here longer. The bed is so comfortable and they have SMART TV installed. I just hope they can put NETFLIX in.  Otherwise, You Tube or screen mirroring is  feasible. Shower is just perfect with nice and high end toiletries.  The room space is big enough to do mat exercises. They have a Nespresso machine w good quality coffee capsules. It helps give me nice morning kick . internet is so good that I can communicate with family and friends through video calls with no hassle. Food is great and budget friendly. Though they can probably improve on serving the meals a bit hotter Everytime I request for amenities or enquire something, the staff are so efficient eager to assist and double checks my request and gives it ASAP. Amazing! Everything is at the tip of my fingers and as soon as I press submit, they  confirm my order. As to quarantine protocols, they have very high standard. Checking in and  out of clients one at a time, even with the use of the lift.",0,,,"quarantine staycation the hotel room is so beautiful that you would wish you want to stay here longer. the bed is so comfortable and they have smart tv installed. i just hope they can put netflix in.  otherwise, you tube or screen mirroring is  feasible. shower is just perfect with nice and high end toiletries.  the room space is big enough to do mat exercises. they have a nespresso machine w good quality coffee capsules. it helps give me nice morning kick . internet is so good that i can communicate with family and friends through video calls with no hassle. food is great and budget friendly. though they can probably improve on serving the meals a bit hotter everytime i request for amenities or enquire something, the staff are so efficient eager to assist and double checks my request and gives it asap. amazing! everything is at the tip of my fingers and as soon as i press submit, they  confirm my order. as to quarantine protocols, they have very high standard. checking in and  out of clients one at a time, even with the use of the lift.",0,1,1,0,1,0,1,1,1,1,,
EAST Hong Kong,d1590819,r779806658,https://www.tripadvisor.com/ShowUserReviews-g294217-d1590819-r779806658-EAST_Hong_Kong-Hong_Kong.html,"Reviewed December 23, 2020 ",2020,A191E26654B60A167E888BD6C5307BF8,5,Great quarantine stay,"We stayed here for quarantine in early Dec from UK,  Room was clean and they provided us sufficient set up and amenities we need. Hotel also sent us small amenities regularly which made us feel better although we couldn't leave our room.Staff are efficient.  Whenever we asked for something, they response quick.Will stay again and enjoy other hotel facilities next time.",1,we are glad to hear you enjoyed your quarantine stay with us as we know it’s not easy to be in a confined room for 14 days. we look forward to welcoming you back again and next time would be relax and mask free hopefully!warmest regardsshanna leedirector of guest experienceeast hong kongshannalee@swirehotels.com,"Responded February 2, 2021","great quarantine stay we stayed here for quarantine in early dec from uk,  room was clean and they provided us sufficient set up and amenities we need. hotel also sent us small amenities regularly which made us feel better although we couldn't leave our room.staff are efficient.  whenever we asked for something, they response quick.will stay again and enjoy other hotel facilities next time.",0,1,0,1,1,0,0,0,1,0,,
Bishop Lei International House,d305360,r779766629,https://www.tripadvisor.com/ShowUserReviews-g294217-d305360-r779766629-Bishop_Lei_International_House-Hong_Kong.html,"Reviewed December 22, 2020 ",2020,F6690F4A78B8E882C8BBD4CE42FA9C1C,3,Ok,"Edit: Thankfully, after some arguing, I was allowed to have my bike in the room. They have also changed the menu so you can combine certain food items for a decent price. Overall, the room itself has been pleasant to stay in.The WiFi is garbage though. I am constantly having to reconnect when I am in meetings, on calls or streaming movies.Original: If you value your physical health, do not stay at Bishop Lei. I am staying here for quarantine and have had terrible service. My family wanted to give me a portable stationary bike to stay fit, but it was turned away. We were told Bishop Lei is ""a place for staying, not for exercise"" and that no ""gymnastics"" were allowed. The duty manager, Tim, proceeded to give other excuses like, ""I don't think there is room"" (There is) and ""No gym equipment can be installed"" (It's on wheels, no installation required). ""These are the rules,"" he shouted exasperatedly when asked why.Furthermore, they serve meals at 88-118 HKD each...but they are only half portions. At least I can obtain food from elsewhere.",1,"thank you very much for spending your valuable time in reviewing us. knowing that you like our room and the new arrangement on takeaway food options are very rewarding for us.the wifi issue has already been followed up upon received your feedback, please do not hesitate to contact our reception colleague for immediate assistance if similar issue happen again upon your next stay with us. due to the limited room size, the stationary bike or other fitness equipment could only be placed at the area near guestroom door with fire regulation and safety concerns, thanks for your understandings. once again thank you for staying at bishop lei international house.","Responded December 23, 2020","ok edit: thankfully, after some arguing, i was allowed to have my bike in the room. they have also changed the menu so you can combine certain food items for a decent price. overall, the room itself has been pleasant to stay in.the wifi is garbage though. i am constantly having to reconnect when i am in meetings, on calls or streaming movies.original: if you value your physical health, do not stay at bishop lei. i am staying here for quarantine and have had terrible service. my family wanted to give me a portable stationary bike to stay fit, but it was turned away. we were told bishop lei is ""a place for staying, not for exercise"" and that no ""gymnastics"" were allowed. the duty manager, tim, proceeded to give other excuses like, ""i don't think there is room"" (there is) and ""no gym equipment can be installed"" (it's on wheels, no installation required). ""these are the rules,"" he shouted exasperatedly when asked why.furthermore, they serve meals at 88-118 hkd each...but they are only half portions. at least i can obtain food from elsewhere.",0,1,1,1,1,0,1,1,1,1,,
Bishop Lei International House,d305360,r776685975,https://www.tripadvisor.com/ShowUserReviews-g294217-d305360-r776685975-Bishop_Lei_International_House-Hong_Kong.html,"Reviewed November 7, 2020 ",2020,9ECD7F0F955ACC39CC15075BA67BA717,4,Self-quarantine,"Room is small but clean, and provides all basic necessities.  Friendly and efficient service team, from Reception to Housekeeping.  I emailed the hotel several times to check out details regarding my stay for mandatory self-quarantine.  Each time I received timely response and useful advice.  ",1,thank you very much for spending your valuable time in reviewing us. knowing that you like our room and service is very rewarding for us. we look forward to welcoming you again at bishop lei international house.,"Responded November 8, 2020","self-quarantine room is small but clean, and provides all basic necessities.  friendly and efficient service team, from reception to housekeeping.  i emailed the hotel several times to check out details regarding my stay for mandatory self-quarantine.  each time i received timely response and useful advice.  ",0,0,1,1,1,0,0,0,1,0,,
Bishop Lei International House,d305360,r764214142,https://www.tripadvisor.com/ShowUserReviews-g294217-d305360-r764214142-Bishop_Lei_International_House-Hong_Kong.html,"Reviewed August 11, 2020 ",2020,718FF737CD173BBE84F13A13D541BD4C,5,Perfect for long stay,"I stayed in the deluxe suite and a standard single room for 5 weeks initially for self-quarantining upon arrival in HK. During the quarantine, the staff were really good about contactless delivery and making sure that any food that was delivered was delivered by them versus sending drivers into the building. They were prompt to leave supplies outside the door whenever I needed. Both sized rooms were clean and just perfect, the cleaning and room service were impeccable, the included breakfast was of great value and quality. All the staff were extremely friendly, courteous, and helpful. The location is convenient and yet still separated from the hustle and bustle of HK and so it was safe during the third wave of covid. I would highly, highly recommend this hotel! Peaceful, safe, and great value and quality for the price!",1,"thank you very much for spending your valuable time in reviewing us. knowing that you like our location, room and service is very rewarding for us. we look forward to welcoming you again at bishop lei international house.","Responded August 11, 2020","perfect for long stay i stayed in the deluxe suite and a standard single room for 5 weeks initially for self-quarantining upon arrival in hk. during the quarantine, the staff were really good about contactless delivery and making sure that any food that was delivered was delivered by them versus sending drivers into the building. they were prompt to leave supplies outside the door whenever i needed. both sized rooms were clean and just perfect, the cleaning and room service were impeccable, the included breakfast was of great value and quality. all the staff were extremely friendly, courteous, and helpful. the location is convenient and yet still separated from the hustle and bustle of hk and so it was safe during the third wave of covid. i would highly, highly recommend this hotel! peaceful, safe, and great value and quality for the price!",0,0,1,1,1,1,1,0,1,0,,
"Crowne Plaza Hong Kong Causeway Bay , an IHG hotel",d1467776,r816301468,https://www.tripadvisor.com/ShowUserReviews-g294217-d1467776-r816301468-Crowne_Plaza_Hong_Kong_Causeway_Bay_an_IHG_Hotel-Hong_Kong.html,"Reviewed October 27, 2021 ",2021,206F73BFEA96E2D4AD67A65CB245ADC1,5,Surprisingly Good Quarantine Stay,"We are here for a two week QT stay.  If you have to go through QT, Crowne Plaza is highly recommended.  In fact, my daughter in law already booked her upcoming QT at the Crowne Plaza per my suggestion. Rooms:  We have two interconnecting rooms.  The décor is modern. Bright and comfortable.  Relatively high ceiling.  Quality beddings.  Lots of shelf space, with decent sized fridge and electric kettle.  The bath room is big.  Separate shower and tub.  Good WIFI.  Sufficient wall socket.s Daily Supplies:  Operators/Housekeeping teams are responsive to requests for additional supplies and bottled water.  Deliveries from family and vendors:  Brought to the rooms promptly EVERY TIME.  Food:  The meals bundled with the room booking are all right and delivered on time.  Sufficient vegetarian options.  The Meal Service Team is professional.  The in-house Japanese restaurant offers reasonably priced and good bentos.  We like the beef and the cod dishes.  You can ask them to replace the drinks with miso soup. Occasional gifts of fruits and chocolates.  One may wish to order additional greens and protein portions from family members or restaurants.Front Desk:  Courteous, knowledgeable and always helpful. Reservations Office: Benedict was most patient and provided clear answers to all my booking queries.  Email them.",0,,,"surprisingly good quarantine stay we are here for a two week qt stay.  if you have to go through qt, crowne plaza is highly recommended.  in fact, my daughter in law already booked her upcoming qt at the crowne plaza per my suggestion. rooms:  we have two interconnecting rooms.  the décor is modern. bright and comfortable.  relatively high ceiling.  quality beddings.  lots of shelf space, with decent sized fridge and electric kettle.  the bath room is big.  separate shower and tub.  good wifi.  sufficient wall socket.s daily supplies:  operators/housekeeping teams are responsive to requests for additional supplies and bottled water.  deliveries from family and vendors:  brought to the rooms promptly every time.  food:  the meals bundled with the room booking are all right and delivered on time.  sufficient vegetarian options.  the meal service team is professional.  the in-house japanese restaurant offers reasonably priced and good bentos.  we like the beef and the cod dishes.  you can ask them to replace the drinks with miso soup. occasional gifts of fruits and chocolates.  one may wish to order additional greens and protein portions from family members or restaurants.front desk:  courteous, knowledgeable and always helpful. reservations office: benedict was most patient and provided clear answers to all my booking queries.  email them.",0,0,1,0,1,0,1,1,1,1,,
"Crowne Plaza Hong Kong Causeway Bay , an IHG hotel",d1467776,r783166915,https://www.tripadvisor.com/ShowUserReviews-g294217-d1467776-r783166915-Crowne_Plaza_Hong_Kong_Causeway_Bay_an_IHG_Hotel-Hong_Kong.html,"Reviewed February 19, 2021 ",2021,35AD208C3D196D25872B7C4926580110,1,"WHAT A NIGHTMARE, STAY AWAY!","Don't be fooled by the pictures posted on the hotel website, they must have taken those 30 years ago, this hotel is so dated, everything is breaking down.Picked this hotel for the quarantine stay and it was a disaster.  The room was smelly,  especially the toilet, the sewer gas smell is persistent.  The bed was so uncomfortable, they wrapped the mattress in cling paper so not only will you sweat up when you sleep on it , the mattress is so worn out that it sag in the middle, guarantee you'll get a back pain.  The pillow cases were doubled up, but the cleaning lady doesn't change the bottom layer, it's disgusting.This hotel ain't cheap.  They force you to take the meal plan and for 600HKD per day, the meal plan is inedible.  Breakfasts and lunches were all carbs, the meat were dry and overcooked. I end up ordering take outs which totally defeat the purpose on this mandatory meal plan.  Waste of money. The nightmare continues when the air con broke down and made loud noises.  The bathroom sink was clogged up and the dirty water was forced up by the pressure to hit the ceiling and make a big mess in the bathroom.  No one came to clean up after.  When you complain to the manager, you get a 9USD bottle of toxic red wine, sweet!I've said enough, you get the message, for 250 USD per night, get your money worth elsewhere.",1,"dear doritolee thank you for taking the time to leave your review.  it has always been our priority to ensure our guests with a clean and hygienic environment. please rest assured that all areas of the hotel are conducting regular deep clean and disinfection with the support of ihg clean promise and our housekeeping team has thoroughly cleaned and disinfected all guest rooms before and after every stays. as we have to follow the authorities' guidance strictly, please be informed that additional mattress and pillow wraps are required to minimize infection risk. we regret that you did not satisfy with our in-room amenities and food quality. we will definitely share your feedback with our chef for future improvement, and the menu will be updated regularly. your experience has been brought to our hotel management team's attention, and we have already looked into the issues. please do not hesitate to contact our staff next time so that we could address your needs in a timely manner. we genuinely hope that you will afford us another opportunity in the future with a return visit, and we will try our best to make your stay more enjoyable. best regardsterence ngfront office managercrowne plaza hong kong causeway bay","Responded February 23, 2021","what a nightmare, stay away! don't be fooled by the pictures posted on the hotel website, they must have taken those 30 years ago, this hotel is so dated, everything is breaking down.picked this hotel for the quarantine stay and it was a disaster.  the room was smelly,  especially the toilet, the sewer gas smell is persistent.  the bed was so uncomfortable, they wrapped the mattress in cling paper so not only will you sweat up when you sleep on it , the mattress is so worn out that it sag in the middle, guarantee you'll get a back pain.  the pillow cases were doubled up, but the cleaning lady doesn't change the bottom layer, it's disgusting.this hotel ain't cheap.  they force you to take the meal plan and for 600hkd per day, the meal plan is inedible.  breakfasts and lunches were all carbs, the meat were dry and overcooked. i end up ordering take outs which totally defeat the purpose on this mandatory meal plan.  waste of money. the nightmare continues when the air con broke down and made loud noises.  the bathroom sink was clogged up and the dirty water was forced up by the pressure to hit the ceiling and make a big mess in the bathroom.  no one came to clean up after.  when you complain to the manager, you get a 9usd bottle of toxic red wine, sweet!i've said enough, you get the message, for 250 usd per night, get your money worth elsewhere.",1,0,1,1,1,0,1,1,1,0,,
"Crowne Plaza Hong Kong Causeway Bay , an IHG hotel",d1467776,r770460452,https://www.tripadvisor.com/ShowUserReviews-g294217-d1467776-r770460452-Crowne_Plaza_Hong_Kong_Causeway_Bay_an_IHG_Hotel-Hong_Kong.html,"Reviewed September 15, 2020 ",2020,E519479E1A453864B343622FBBEDA700,5,Covid-19 era travel,"Embarking on a journey of 3 1/2 hours flight, but to explore the destination will have to endure 14 isolating days of quarantine. Fortunately I’ve selected Crowne Plaza Causeway Bay, Hong Kong. Was greeted by a very understanding receptionist who helped to house me in my desired room. Although I’ve not met any other host, my calls and request are promptly attended to with the warmth voices on the other side of the Service Center line. My request to open a window was rejected for safety reason, however, Manager Leo complimented this with daily fruit. The whole experience being quarantined in Crowne Plaza is very comforting and warm (without seeing anyone). This is a hotel I would definitely return, hopefully in better times. ",1,"dear explorer-1969-2018thank you for choosing to stay with us and taking time to leave a positive feedback.providing a flawless guest experience has always been our ultimate goal. it is our honor to hear that our guest services were up to your satisfactions. we will definitely share your appreciations among our team as this is a great motivation for us to continuously strive for excellence. guest’s safety is always our first priority, thank you for understanding the window in guest room is unable to open due to the safety reason. hope to have the honor of serving you again should your travels bring you back to hong kong!best regardschristoph szymanskigeneral managercrowne plaza hong kong causeway bay","Responded September 17, 2020","covid-19 era travel embarking on a journey of 3 1/2 hours flight, but to explore the destination will have to endure 14 isolating days of quarantine. fortunately i’ve selected crowne plaza causeway bay, hong kong. was greeted by a very understanding receptionist who helped to house me in my desired room. although i’ve not met any other host, my calls and request are promptly attended to with the warmth voices on the other side of the service center line. my request to open a window was rejected for safety reason, however, manager leo complimented this with daily fruit. the whole experience being quarantined in crowne plaza is very comforting and warm (without seeing anyone). this is a hotel i would definitely return, hopefully in better times. ",0,0,0,1,1,0,0,1,1,0,,
The Empire Hotel Hong Kong - Causeway Bay,d1236984,r814366128,https://www.tripadvisor.com/ShowUserReviews-g294217-d1236984-r814366128-The_Empire_Hotel_Hong_Kong_Causeway_Bay-Hong_Kong.html,"Reviewed October 13, 2021 ",2021,7AE050BF85F823C2E24CA773A2508638,1,Used condom packet under my bed in a quarantine hotel.,"A quarantine hotel where you find a used condom packet, used slippers and used tissues under your bed and a clump of human hairs in the shower drain. And the hotel reaction - no apology or refund, just messages demanding proof so they can verify the ""validity of my complaint"". I kept finding human hairs in the room during my 21 day stay. Terrible internet connection that the hotel said was only for ""web browsing and emails"" and threatened to cut off inmates (we were not treated like guests) who used more than one device. The hotel does not clean your room when you are in quarantine so it felt very unhealthy, particularly as it had sealed the windows. Changing rooms is complex under the Q rules, and from what other guests were saying in a chat group there was no guarantee it would be any better.",0,,,"used condom packet under my bed in a quarantine hotel. a quarantine hotel where you find a used condom packet, used slippers and used tissues under your bed and a clump of human hairs in the shower drain. and the hotel reaction - no apology or refund, just messages demanding proof so they can verify the ""validity of my complaint"". i kept finding human hairs in the room during my 21 day stay. terrible internet connection that the hotel said was only for ""web browsing and emails"" and threatened to cut off inmates (we were not treated like guests) who used more than one device. the hotel does not clean your room when you are in quarantine so it felt very unhealthy, particularly as it had sealed the windows. changing rooms is complex under the q rules, and from what other guests were saying in a chat group there was no guarantee it would be any better.",0,0,0,1,1,0,0,1,0,1,,
