,hotel ID,review ID,review URL,customer review Title,customer review date,customer review score,userID,customer review text,hotel reply yes or no,hotel reply text,hotel reply date
10,d304490,r786887561,https://www.tripadvisor.com/ShowUserReviews-g294217-d304490-r786887561-The_Langham_Hong_Kong-Hong_Kong.html,Hospitality in its pure form!,"Reviewed April 20, 2021 ",bubble_50,5BA6790AF90627C34345F36464B67BF9,"We just came out of quarantine of 3 weeks and treated ourselves for this iconic hotel. And a treat is was indeed, nothing and nobody let us down. From the moment we get out of the car, we were only greeted and spoken to by friendly people with sincere smiles. Doors were opened by staf what for me still is a highly appreciated gesture. all procedures were fast, efficient and clean. Big compliments to the concierge team as they were able to answer all our inquiries and made some great suggestions for us. As we stayed only 1 night, we were unfortunately not able to have any dinner, but the quick bite from the in room dining was spot on, super delicious and the service was awesome with my son of 4 years. Breakfast was more than sufficient for me, clean and neat presented fresh food. I would really like to comment to all the visible and invisible staff, everyone gave us the feeling of natural hospitality, no rush and no forced smiles, people were happy to help or serve us.Will definitely come back here in the future!",1,"Thank you very much for sharing your experiences with us.  We are delighted to learn that your stay with us was enjoyable and refreshing after the quarantine. Comfort, relaxation and enjoyment are our pledge for service for our guests. We sincerely look forward to welcome you back for another lovely stay.   It would be my pleasure to personally follow up on your next reservation for The Langham Hong Kong.With kind regardsAgnes ChanHotel Manageragnes.chan@langhamhotels.com  ","Responded April 22, 2021"
11,d305909,r780786151,https://www.tripadvisor.com/ShowUserReviews-g294217-d305909-r780786151-Royal_Plaza_Hotel-Hong_Kong.html,Excellent location & friendly staff,"Reviewed January 8, 2021 ",bubble_50,025B6C7AB9A7FE747BAEFE1FBB768276,"I stayed in Royal Plaza for 1 week last year to see my family just before the compulsory quarantine was required. The hotel location is very good, it literary connected to a shopping mall and has easy access with public transport.  Truly appreciate the friendliness of the front desk staff for efficient and smooth check-in/out process.The room and bathroom is being quite spacious compare to other local hotel in Hong Kong.   Only has one problem during the stay was the room next door was still watching TV with quite loud volume in the middle of night which disturbed our sleep. The problem solved after we report to the hotel. Thank you to the Duty Manager who handle our complaint and act promptly.  Definitely recommended.   Could not wait to stay here again when the epidemic outbreak ceased.  ",1,"Dear Nikkistic,Thank you very much for taking the time to write such positive comments about Royal Plaza Hotel. We are delighted to know you enjoyed your time with us and had a memorable holiday in Hong Kong. We look forward to welcoming you back to Royal Plaza Hotel very soon.Yours sincerelyWilliam ChanHotel Manager","Responded January 8, 2021"
12,d14100595,r830217810,https://www.tripadvisor.com/ShowUserReviews-g294217-d14100595-r830217810-Hyatt_Centric_Victoria_Harbour_Hong_Kong-Hong_Kong.html,The Hong Kong Hyatt Centric Harbour View Hotel,Reviewed 2 weeks ago ,bubble_50,EE63DEC458E331999E72E114646968B5,"I came from Vancouver on 1/12/22 and after my quarantine period , I stayed in the Hyatt Centric hotel .  The reason I choose this hotel is it is a nicely designed and new hotel with specular harbour view in each room.  The other reasons are it is affordable and convenient.  There are lots of restaurants and different kinds of  shops around that can meet with your expectation .You can travel to most parts of Hong Kong by buses, trams , public light buses, Mass Transit Railways and even ferry.I am now stuck in Hong Kong due to the covid-19 virus as there is no  flight or (very limited flights) from Canada. I was very lucky that I choose this hotel as all staffs are very friendly ,polite and helpful, in particular the Senior Sales Manager Karen NG who took a sincere and zealously attitude to me and my wife. She acts like a member of my home. She really takes care of us and devotes herself to the job.I am now waiting for my next early flight to Vancouver.  I am more than happy to select the Hyatt Centric Harbour view hotel again the future.Tony YIU",1,"Hello Tony Yiu,Thank you for staying with us and taking the time to share with us your stay experience.We are delighted to hear your stay has been a positive one by giving us a full score. We are glad to know you like the hotel design and enjoy the view while the location also gives you convenience. It is very encouraging to receive your compliments for the hotel team who delivers excellent service during your stay, especially Karen from our sales team, who are always helpful and demonstrates professionalism at work. . I would definitely share your great feedback with the team, as your kind words are the motivation for them to achieve further.Anything you need during your stay, just drop us a line anytime!In the meantime, Stay Fun! Stay Energetic!Best regards,Leo LeeAssistant Manager",Responded 2 weeks ago
13,d596991,r831941021,https://www.tripadvisor.com/ShowUserReviews-g294217-d596991-r831941021-Nina_Hotel_Causeway_Bay-Hong_Kong.html,The booking/reservation service needs to a lot to be desire.,Reviewed 5 days ago ,bubble_10,146EEB65B3D0848FF625714B22366200,"I called the Nina Hotel Causeway Bay reservation office continuously from 16:30 to 18:30 hours at 35532818 and 35532898 on 21 June 2022 after the HKSAR Govt announced its new policy on quarantine travelers. I called the both the booking office via the hotel receptionist and the booking office directly by myself and my wife but the line to the booking office was cut off after a period of waiting. The receptionist line was responding but the booking line 35532818 was cut after about 30 seconds waiting. I emailed the office to alter my booking. The replied was that the booking was changed but NOT according to what I had email them earlier. I tried to  call them again on 22 June 2022 from 9:30 am till 10:30 to made the necessary amendment. The phone lines happened the same way---cut after a period of waiting. Luckily the telephone receptionist, Ms Wong was  helpful to try to put me to the booking service several times. The same thing occurred that the line to booking office was cut after a period of waiting. I understood that the line should be busy but the hotel only has less than 100 rooms. Don't understand why they did not have any telephone waiting queue to entertain customers.  At 10:30 am 22 June 2022, I was entertained by Ms Wong after the line was reverted to her. She recorded down my concern as I wanted to lodge a complaint to the hotel duty manager, who is busy at the time being. So far at this moment my issue was not corrected.",0,NaN,NaN
14,d596991,r795236382,https://www.tripadvisor.com/ShowUserReviews-g294217-d596991-r795236382-Nina_Hotel_Causeway_Bay-Hong_Kong.html,Long-term Stay Due to Covid,"Reviewed July 3, 2021 ",bubble_50,E67E0724A1E46F2A1AE352B176E8D5C7,"During these unsettling times, the team at the Nina Hotel was simply fantastic. Ms Sara and her colleagues as well as the friendly cleaning ladies were extremely supportive throughout my months long stay.Rooms are spacious for HK standards, clean and comfortable. I felt home.Location is great. Facilities such as pool area are wonderful too.After my quarantine stay at the Nina Hotel South and now several months at the CWB location, I am certainly a fan. Thank you to the staff!",0,NaN,NaN
15,d302178,r785071992,https://www.tripadvisor.com/ShowUserReviews-g294217-d302178-r785071992-Regal_Riverside_Hotel-Hong_Kong.html,Early check in with courteous,"Reviewed March 23, 2021 ",bubble_50,1C4B20CF3AF66A13AC04B6C7D8E52B21,"I came after 21days quarantine stay in other hotel. It was extremely stressful. Front desk lady was very considerated and offered me an early check in at 10am, I got upgrade to riverside view with big room without any charge.",1,Dear 033Lai:  Thank you for choosing Regal Riverside Hotel and sharing your compliments on Trip Advisor.  We are pleased to learn that you were happy with our services and appreciated the free room upgrade.  Trust that you had a very pleasant stay with us and all of us at Regal Riverside look forward to the pleasure of welcoming you back again in the not too distant future.Best regardsStephen Au,"Responded April 7, 2021"
16,d305862,r819646306,https://www.tripadvisor.com/ShowUserReviews-g294217-d305862-r819646306-The_Mira_Hong_Kong-Hong_Kong.html,Nice hotel,"Reviewed November 22, 2021 ",bubble_40,AF71213EDEFDDBDDE83F0BE395D9D74C,We stayed 12-nights at The Mira following 21-nights quarantine after arriving in Hong Kong. The room was spacious and very clean and the staff we met were helpful. The pool area is beautiful and very relaxing. Location is also excellent. We only had one problem which was that the people in the room directly above us had a room party on the Saturday night…loud music and dancing on the wooden floor. This was eventually resolved and the guests were made to check out of the hotel at 0245 (albeit nearly three hours after my first complaint but the relief was wonderful) but there was no follow up or acknowledgement from the hotel which was a shame having lost 1/2 a night’s sleep. I would stay here again but would be a little nervous about noise now.,0,NaN,NaN
17,d1223686,r810629449,https://www.tripadvisor.com/ShowUserReviews-g294217-d1223686-r810629449-Hong_Kong_SkyCity_Marriott_Hotel-Hong_Kong.html,"This is now a covid hotel, for covid isolation.","Reviewed September 18, 2021 ",bubble_10,E6B01A3F5D8593A1D4B36535B39562D3,"I have stayed at this hotel a number  times over a number of years. This time was a very ordinary experience. I was required to do quarantine on entering Hong Kong. Instead of being treated as a guest, I was treated like an infected and unwanted alien. The room was still quiet and clean. It helps having very little aircraft noise due to the very few number of aircraft arriving. As I was in isolation for my stay at the hotel, food becomes very important. The time it takes, and the quality are all amplified by the fact you are trapped in the hotel.Unfortunately, the food was very expensive and ordinary for was it was. Delivered in a plastic bag in a takeout container, it was definitely not restaurant quality, but it was definitely expensive.A difficult situation for the hotel, but one that it is not doing well.",1,"Dear Explore43720931589,Thank you for taking the time to share your hotel review through Tripadvisor.Guest comfort and well-being are always our hotel priority. Hotel is, as always, working closely with related officials and departments with all designated guidelines in place to ensure we follow this goal.We appreciate your understanding and support in this unusual time. Thank you again for your feedback which helps identify possible area for us in enhancing our guest experience. Have a safe Travel!Best Regards,Marco MungAssistant Front Office ManagerHong Kong SkyCity Marriott","Responded September 21, 2021"
18,d15288616,r789170912,https://www.tripadvisor.com/ShowUserReviews-g294217-d15288616-r789170912-Hong_Kong_Ocean_Park_Marriott_Hotel-Hong_Kong.html,Thailand like experience in hk,"Reviewed May 18, 2021 ",bubble_50,999CA5AC5B191A6EBB5A04B8AAA9D558,"Under Hong Kong quarantine, it’s very hard to enjoy a holiday mood UNTIL we find Marriot at Hong Kong ocean park. Dipal Barua offered us a warm and true-hearted service at the swimming pool. We enjoyed the coconut and champagne just like we were at Thailand.",0,NaN,NaN
19,d585224,r828850720,https://www.tripadvisor.com/ShowUserReviews-g294217-d585224-r828850720-The_Fleming_Hong_Kong-Hong_Kong.html,a sense of privacy a slow life in a fast paced and crowdy city,Reviewed 4 weeks ago ,bubble_50,054E3AFB99849357A5B0E88366AD4B46,"Checked-in for 2 nights after benefiting from Guangdong-HK quarantine-free entry program allowance, and before traveling back to France. Even though some hesitancy at check-in, the process was quite smooth overall. Very well located with reception on 1st floor. Rooms quite spacious for the city, even though a little overpriced for the service (no breakfast included). Hotel directory could have been more exhaustive but at the time of my visit much of the clientele was local. Location is very convenient. Room temperature was very pleasant since too many times in HK air conditioning is too intensively used. Materials used for bathroom (concrete) might be a tribute to Hong Kong history but another flooring could have been done to keep same atmosphere as bedroom and make it easier to clean.",1,"Dear Damien F,Thank you for taking the time to write us this amazing review!We are very pleased to read that you had a fantastic stay with us and that you appreciate our location, check-in procedure and room features.Our hotel does in fact have a fortunate location being in the hearth of Hong Kong’s legendary and cultural Wan Chai neighborhood. We also have a minimalist décor that embraces Hong Kong's heritage and its maritime history, making it possible for our guests to immerse themselves in a comfortable and relaxed space, while enjoying our luxurious and modern fittings.Once again, thank you for sharing your feedback with us. We look forward to welcoming you again for your next visit in Hong Kong! With warm regards,Yolanda WongGuest Experience Supervisor",Responded 4 weeks ago
20,d2532186,r757105559,https://www.tripadvisor.com/ShowUserReviews-g294217-d2532186-r757105559-Hotel_Madera_Hong_Kong-Hong_Kong.html,Good Choice to Stay,"Reviewed June 9, 2020 ",bubble_50,B427C19B1ACB1AF04C33C94AFA184CEA,"Booked for one week after my quarantine period and Madera is a good choice to relax in down town, they have a perfect maid service and friendly team to take care your request. Will definitely choose Madera again.",0,NaN,NaN
21,d4036898,r778929880,https://www.tripadvisor.com/ShowUserReviews-g294217-d4036898-r778929880-Lodgewood_by_Nina_Hospitality_I_Mong_Kok-Hong_Kong.html,experience at lodgewood,"Reviewed December 10, 2020 ",bubble_50,962C78502A825BF055053828F44026C9,"I was here for the mandatory 14-day quarantine. The renovation of the hotel room was modern and nice. The room was cozy during my 14-day stay and sleep quality was good.  The food was delicious and the service was impressive. The location of the hotel is really convenient. It is in the heart of Hong Kong, Mong Kok. I definitely recommend this hotel to anyone arriving Hong Kong.",1,"Dear Valued Guest,Warmest greetings from Lodgewood by L’hotel Mongkok!Thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. It is great to know that you are satisfied with our hotel environment, food provided, and you had an pleasant stay with us during your quarantine period. We shall definitely share with the team, in order to excel ourselves further.With any future trip plans to visit Hong Kong or any inquiries, please book direct on our website for the best available package at your choice.We look forward to welcoming you back many times in the future!Best regards,Jeff FongGeneral ManagerLodgewood by L’hotel Mongkok","Responded December 10, 2020"
22,d12188441,r780186202,https://www.tripadvisor.com/ShowUserReviews-g294217-d12188441-r780186202-Camlux_Hotel-Hong_Kong.html,Excellent Garden / Patio Room,"Reviewed December 29, 2020 ",bubble_50,077733FAF2290D9C666431A2FA193BA4,"I was visiting family and friends in Hong Kong over the Christmas and New Year holiday, and stayed at Camlux for my mandatory 14-day hotel quarantine at the beginning of December, before the designated hotel policy came into force. There were two highlights - the super comfortable bed and the patio. The bed was more comfortable than my own bed (!); the room was one of their 'Garden Rooms' on the fourth floor which has a patio - this is a very unique feature of this hotel, I think very few hotels in Hong Kong can offer something similar.When I enquired, the friendly Front Desk staff kindly provided me with a simple plastic chair so I could sit in the patio to get some fresh air every day (as well as do some jumping jacks). Don't expect too much of a 'view' though as the plants were basic; I could see several other guests' patios had stone panels which could be used as make shift seats. For my patio I would often see birds land on the top of the branches; for a few mornings I woke up to birdsong which was very nice. I really enjoyed having that patio. Due to COVID, breakfast was delivered to my door every day, the daily set comprised a sandwich, a piece of fruit, half a pint of fruit juice and a yogurt, it was healthy enough and the amount was just right for me.Fortunately deliveries were allowed, and these were brought to my room swiftly every time, within 10 mins of them having arrived at Reception.The bathroom shower’s water pressure was consistently strong; loved the design of the bathroom items and amenity kits!While the size of the room itself was average, I noticed the ceiling of the room was higher than most of the hotels I've stayed before which made me feel less 'boxed in'. it might not have been designed for someone to stay for 2 weeks but the space was absolutely fine for me 'working from home'.All in all it was a great stay, I would recommend it whether you are on a business trip, if you just needed a change of scenery or a bit of space for yourself.",0,NaN,NaN
23,d6485790,r751089547,https://www.tripadvisor.com/ShowUserReviews-g294217-d6485790-r751089547-The_Pottinger_Hong_Kong-Hong_Kong.html,Staycation in Hong Kong,"Reviewed March 16, 2020 ",bubble_40,851B2C21BDADA16C04B5154FF077AE93,"My wife and I stayed here for a few night last week after our wedding day. Originally we had planned to have our honey moon abroad but these plans were ruined due to quarantine rules at our holiday destination. Instead of heading straight home we had a staycation honeymoon here which was fantastic. The hotel was beautiful, the room was large, clean and modern. The staff really helped us and went out of their way to make us feel welcome. I would stay here again in the future. It was well worth the money. ",1,"Dear Voyager526747,It's wonderful we could a pleasant experience for you. We care about the happiness of our guests so we look forward to hosting you again soon. We'd like to share an even better experience with you soon. Have a lovely day!Best Regards,Gina TamHotel ManagerThe Pottinger Hong Kong","Responded March 16, 2020"
24,d13229813,r753014581,https://www.tripadvisor.com/ShowUserReviews-g294217-d13229813-r753014581-Shama_Island_North_Hong_Kong-Hong_Kong.html,5 star friendly customer service,"Reviewed April 29, 2020 ",bubble_50,79CFE76143FAA9ACF473306CC5D5186D,"I was traveling at the height of COVID-19 pandemic from the UK to Hong Kong, coupled with the fact that I was moving into a new country needing to set up a lot of essential services under quarantine. Despite these challenges, the staff were very quick to welcome me and give me clear and useful advice and help me settle, including advising the best local spots for groceries, doctor, banking etc. I was very impressed by the high level of professionalism and hospitality throughout my stay and the staff were always very happy and enthusiastic to help. The rooms are clean, tidy and household goods were easy to use. For business or leisure, I would highly recommend staying at Shama Island.",1,"Dear Matthew L., Thank you very much for taking the time to share your feedback in the Tripadvisor community following your recent stay at Shama Island North Hong Kong. Our vision is to create memorable serviced apartment experiences for our guests and we are delighted that you enjoyed the personalised service and had a positive stay. Your kind words will definitely motivate the team to keep up our high standards.We certainly look forward to welcoming you back soon for another wonderful experience.Warmest regards,Kristy ShihDirector, Operations","Responded May 11, 2020"
25,d2692721,r776300855,https://www.tripadvisor.com/ShowUserReviews-g294217-d2692721-r776300855-Rosedale_Hotel_Kowloon-Hong_Kong.html,Value for money ,"Reviewed November 2, 2020 ",bubble_40,AAB5CB579DE7F75828A3B88DA47369BB,"Booked this hotel for 14 days for self quarantine after entering Hongkong, everything was great , the staffs were helpful and they try their best to fulfill our request during the entire stay. Meanwhile , there is a senior male receptionist with spec provided a super bad service during check-in. He was not helpful at all, when he told me the room not ready, I asked him whether I can store my luggage for awhile and he only answer yes but did not tell me / help me with the luggage, he just showed his attitude “I have done my job”. And entire process he only focus on his computer without any engagement and smile. Bu",1,"Dear josephthx,Thank you for staying with us and taking the time to share your valuable comments for the recent stay at Rosedale Hotel Kowloon. We appreciate your kind words on our hotel service. Rest of the feedback has been shared with concerned department for further improvements.With any future trip plans to visit Hong Kong or any inquiries, please book directly on our website for best available package at your choice.We do hope we will have the pleasure to see you back again in the near future!Best regards,Kenneth KwokFront Office Manager","Responded March 6, 2021"
26,d305379,r784503482,https://www.tripadvisor.com/ShowUserReviews-g294217-d305379-r784503482-Silka_Seaview_Hotel-Hong_Kong.html,Do not book here even if its free.,"Reviewed March 14, 2021 ",bubble_10,5958055FB593F3EC8874BADE9CF277D0,I have been spending my mandatory quarantine in this hotel. Food is bad. Non-veg food was really causing my stomach trouble so that I  started having veg food... Even though I changed my food preference to veg they kept bringing non-veg food until I made a serious complaint. They never bring your food at the scheduled times. Sometimes they bring it 3-4 hours later! and they always have a reason for that so they do not accept complaints!,0,NaN,NaN
27,d305893,r752558948,https://www.tripadvisor.com/ShowUserReviews-g294217-d305893-r752558948-Best_Western_Plus_Hotel_Kowloon-Hong_Kong.html,Nothing and nothing. Disaster stay,"Reviewed April 13, 2020 ",bubble_10,2F18652568AD20059B43EE96BC879DF0,"I stayed in this hotel for 5 nights. That was a disaster and I won’t come back anymore. During these 5 nights, I asked for cleaning my room but front desk staff said cannot go in my room for cleaning due to coronavirus period. I am not quarantine guest!! But they just this is to avoid cross infection, what an excuse!!! So, I am giving you germs while staying in your hotel, why your hotel still accept my stay? And I need to clean the room and even toilet by myself!!! I don’t suggest you guys to stay in this hotel, no cleaning service, no luggage keep. Nothing and nothing.",1,"Dear Guest,Thank you for taking your time to share your feedback with us. We are grateful that you pointed out the areas that did not meet your expectations. Your valuable feedback has been well conveyed to us for improvement. We look forward to welcoming you back in near future.Best Regards.Steve HungAssistant Rooms Division Manager","Responded April 13, 2020"
