hotel name,hotel ID,review ID,review URL,customer review date,customer review year,userID,customer review score,customer review Title,customer review text,hotel reply yes or no,hotel reply text,hotel reply date,customer review text all,label_air,label_facilities,label_food,label_hygiene,label_infoSeeking,label_location,label_price,label_room,label_service,label_wifi,,
The Emperor Hotel,d13215104,r780648369,https://www.tripadvisor.com/ShowUserReviews-g294217-d13215104-r780648369-The_Emperor_Hotel-Hong_Kong.html,"Reviewed January 6, 2021 ",2021,504B30B0B59DEFC44A079A2973C7D3B6,1,Fraud,"Beware they scam customers. They told me I burned a sheet and they charged me 570hkd, obviously I didn't burn the sheet but they didn't want to hear any explanations. I will never return to this hotel, at this moment I am staying here again but I will change hotels soon. The morning I left the hotel there was no hole ...",1,"dear sir, pleased to remind that smoking is strictly prohibited in guest room. any damage would cause a reasonable compensation. thank you for your understanding.the emperor hotel","Responded April 11, 2021","fraud beware they scam customers. they told me i burned a sheet and they charged me 570hkd, obviously i didn't burn the sheet but they didn't want to hear any explanations. i will never return to this hotel, at this moment i am staying here again but i will change hotels soon. the morning i left the hotel there was no hole ...",0,0,0,0,0,0,1,0,0,0,,
Butterfly on LKF,d15232433,r822637875,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r822637875-Butterfly_on_LKF-Hong_Kong.html,"Reviewed December 21, 2021 ",2021,C08E5065C147000D9BB5F1B1FAB58043,5,Best Service and Amazing rooms at an amazing price,"We stayed at the Butterfly hotel LKF For November and December because it was an amazing place.  Special mention to Silvester and Billy, both amazing and polite gentlemen who helped us with baggage and almost anything we asked for.  I would recommend this place to anyone.",1,"thank you for taking the time to sharing your recent experience with us. it is wonderful to hear that you were pleased with our  services and room facilities. thank you once again for your time writing this great review and we all look forward to your next stay at butterfly on lkf.with warm regards, michael leungassistant front office manager","Responded December 21, 2021","best service and amazing rooms at an amazing price we stayed at the butterfly hotel lkf for november and december because it was an amazing place.  special mention to silvester and billy, both amazing and polite gentlemen who helped us with baggage and almost anything we asked for.  i would recommend this place to anyone.",0,0,0,0,0,0,1,0,1,0,,
Butterfly on LKF,d15232433,r821213686,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r821213686-Butterfly_on_LKF-Hong_Kong.html,"Reviewed December 6, 2021 ",2021,F7B3CA34CE548BB9A16E2FFB6E0125AC,5,位置好，旺中帶靜，舒適,"Location is great, if on the weekends for going out drinking and hang out with friends that’s the best choice for you to go home rest after party! Bed is comfy and clean! Tv have Netflix and YouTube I think that’s a smart TV. The rooms are quite and also the bathroom is incredible cause of the LED lights, I had a great trip thank you the staffs from the lobby check in /check out and even the housekeepers! The view from the room is Lan Kwai Fong.房間舒適又靜，床舒服，職員很有禮貌而且我要求的都滿足到我，很好的酒店，乾淨，地方又近蘭桂芳，如果週未和朋友飲酒 依間酒店最適合不過！",1,"thank you for choosing butterfly on lkf and your subsequent posting of your valuable experience of the stay in our hotel.we are delighted to learn that you enjoyed the stay with us and our room facilities met your expectations. to make our guests feel like home is always the goal we strive for. your compliment is encouraging and we will keep it up. thanks again for your this great review and we all look forward to your next stay with us.with warm regards, michael leungassistant front office manager","Responded December 7, 2021","位置好，旺中帶靜，舒適 location is great, if on the weekends for going out drinking and hang out with friends that’s the best choice for you to go home rest after party! bed is comfy and clean! tv have netflix and youtube i think that’s a smart tv. the rooms are quite and also the bathroom is incredible cause of the led lights, i had a great trip thank you the staffs from the lobby check in /check out and even the housekeepers! the view from the room is lan kwai fong.房間舒適又靜，床舒服，職員很有禮貌而且我要求的都滿足到我，很好的酒店，乾淨，地方又近蘭桂芳，如果週未和朋友飲酒 依間酒店最適合不過！",0,0,0,1,0,1,0,1,1,0,,
Butterfly on LKF,d15232433,r821002924,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r821002924-Butterfly_on_LKF-Hong_Kong.html,"Reviewed December 4, 2021 ",2021,0F800F3667FE4B6C6616D7BCE53B8E5F,4,Good location.,"The location is good. Good services. Good bed linen. But I think this is a must-have item without a proper table and chair for you to put a laptop and other things.  Staff response fast to your request, I am satisfied with that. Thank you very much! Thank you very much! Thank you very much!",1,"thank you for taking the time to review your stay. we highly appreciate for your kind of words on our staff service and room cleanliness. your feedback allows us the opportunity to improve our services for our future guests and we readily welcome both positive and constructive comments. thank you once again and we look forward to welcoming you back in the future! with warm regards, michael leungassistant front office manager","Responded December 5, 2021","good location. the location is good. good services. good bed linen. but i think this is a must-have item without a proper table and chair for you to put a laptop and other things.  staff response fast to your request, i am satisfied with that. thank you very much! thank you very much! thank you very much!",0,0,0,0,1,1,0,1,1,0,,
Butterfly on LKF,d15232433,r819865870,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r819865870-Butterfly_on_LKF-Hong_Kong.html,"Reviewed November 24, 2021 ",2021,CC0538798157DB5B478D2B894E66CD5B,5,Great and value,"Very nice located, it's in the middle of the LKF. Staff were very helpful and friendly! The room was clean and comfy, love the design of the room, especially the glass thingy of the washroom. Will be coming back in the future!",1,"thank you so much for sharing your recent experience with us. it is always a great pleasure to learn how our guests enjoyed their stay with us and that our staffs were helpful and friendly. your compliment is encouraging and we will keep it up. we are looking forward to welcoming you back to our delightful hotel again.with warm regards, michael leungassistant front office manager","Responded November 24, 2021","great and value very nice located, it's in the middle of the lkf. staff were very helpful and friendly! the room was clean and comfy, love the design of the room, especially the glass thingy of the washroom. will be coming back in the future!",0,0,0,1,0,1,1,0,1,0,,
Butterfly on LKF,d15232433,r818598611,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r818598611-Butterfly_on_LKF-Hong_Kong.html,"Reviewed November 13, 2021 ",2021,42ED6D7EB9F21D8D781FA63675853DBE,5,Excellent service,"Silvester, Sylia, Janice, Molly, Phoebe and Anna were all very helpful with our many requests for help, such as where to get our Covid-19 tests, borrowing an iron and ironing board, where the nearest post office is, how to weigh a large package, arranging a taxi to the airport, etc. The were all smiles and cheerful. Great job at making our stay very pleasant.David Swaine",1,"thank you for taking the time to review your recent stay with us. it is always a great pleasure learning how our guests enjoyed their stay with us and that our staffs were helpful and friendly. to make our guests feel like home is always the goal we strive for. your compliment is encouraging and we will keep it up. thanks again for your time writing this great review. we all look forward to your next stay in hong kong.with warm regards, michael leungassistant front office manager","Responded November 13, 2021","excellent service silvester, sylia, janice, molly, phoebe and anna were all very helpful with our many requests for help, such as where to get our covid-19 tests, borrowing an iron and ironing board, where the nearest post office is, how to weigh a large package, arranging a taxi to the airport, etc. the were all smiles and cheerful. great job at making our stay very pleasant.david swaine",0,0,0,0,1,0,0,0,1,0,,
Butterfly on LKF,d15232433,r818245760,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r818245760-Butterfly_on_LKF-Hong_Kong.html,"Reviewed November 11, 2021 ",2021,0564A139FBE5AAA54C62CF71BB604A23,5,Convenient place to stay,"Great place to sleep over in the city if you from the outlaying islands, almost cheaper than transport home on late night if you have missed the ferry, or if you have a late night and early start in the morning. ",1,"thank you very much for your kind feedback and positive review. we are also pleased that you truly enjoyed your stay with us and we are looking forward to welcoming you back to our delightful hotel again. with warm regards, michael leungassistant front office manager","Responded November 11, 2021","convenient place to stay great place to sleep over in the city if you from the outlaying islands, almost cheaper than transport home on late night if you have missed the ferry, or if you have a late night and early start in the morning. ",0,0,0,0,0,1,0,0,0,0,,
Butterfly on LKF,d15232433,r817663610,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r817663610-Butterfly_on_LKF-Hong_Kong.html,"Reviewed November 6, 2021 ",2021,11C6D95BA8EF4A3DEFDC3F9351BAEA2C,5,"Clean, Tidy, Nice Service","We visited the hotel during halloween, location of the hotel is convenience, easy to reach. The hotel room is clean and tidy with nice service from room keeping staff and reception. Supplies are ready for us. Hotel is very responsive. Overall highly recommend the hotel. Thank you for giving us a nice experience in that 4 days.",1,"thank you for sharing such a positive review of your recent stay. we are very delighted to learn that the hotel location and our team’s warm service met your expectations. we look forward to welcoming you back in the not too distant future.with warm regards, michael leungassistant front office manager","Responded November 6, 2021","clean, tidy, nice service we visited the hotel during halloween, location of the hotel is convenience, easy to reach. the hotel room is clean and tidy with nice service from room keeping staff and reception. supplies are ready for us. hotel is very responsive. overall highly recommend the hotel. thank you for giving us a nice experience in that 4 days.",0,0,0,1,1,1,0,0,1,0,,
Butterfly on LKF,d15232433,r817530098,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r817530098-Butterfly_on_LKF-Hong_Kong.html,"Reviewed November 5, 2021 ",2021,4252963354D4384C308C32DC7B889D3B,5,Nice experience,Good location surrounded by nice places for food. Staff were helpful and nice. Room looked hygiene. Plenty and stable supply of hot water. They also offered to borrow Apple TV and other equipments.The elevator was slow tho,1,"thank you for staying with us and posting this wonderful review. we're delighted you enjoyed yourselves here. your kind words about our room and staff service are deeply appreciated. once again, thank you for taking the time to post such a positive review. we all look forward to your next stay at butterfly on lkf.with warm regards, michael leungassistant front office manager","Responded November 6, 2021",nice experience good location surrounded by nice places for food. staff were helpful and nice. room looked hygiene. plenty and stable supply of hot water. they also offered to borrow apple tv and other equipments.the elevator was slow tho,0,0,1,1,1,1,0,1,1,0,,
Butterfly on LKF,d15232433,r815397499,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r815397499-Butterfly_on_LKF-Hong_Kong.html,"Reviewed October 21, 2021 ",2021,8616C61F410A36C6BA85624374D73090,5,Great Stay in Central,"I stayed in Butterfly on LKF as the location was really good, very close to Central station. If you want to be close to the touristic attractions in the city, the location was almost perfect. The only thing I didn't like was since the hotel is located on LKF, so it is close to the bars so at night on weekends you might hear some loud noises. My room was really spacious and clean, I really liked the smart light system in the room. All of the staff was very helpful and welcoming, in that regard I would like to especially thank Phoebe in guest services/lobby. Overall great location, very clean and spacious room and good service. I really enjoyed my stay at Butterfly on LKF.",1,"many thanks for your stay at butterfly on lkf and your subsequent posting of your valuable experience of the stay in our hotel. we also highly appreciate for your kind words on our staff service. your encouraging comments is always helping to motivate our staff to strive its best. once again, thank you for choosing butterfly on lkf and we look forward to welcoming you back soon.with warm regards, michael leungassistant front office manager","Responded October 24, 2021","great stay in central i stayed in butterfly on lkf as the location was really good, very close to central station. if you want to be close to the touristic attractions in the city, the location was almost perfect. the only thing i didn't like was since the hotel is located on lkf, so it is close to the bars so at night on weekends you might hear some loud noises. my room was really spacious and clean, i really liked the smart light system in the room. all of the staff was very helpful and welcoming, in that regard i would like to especially thank phoebe in guest services/lobby. overall great location, very clean and spacious room and good service. i really enjoyed my stay at butterfly on lkf.",0,0,0,1,0,1,0,1,1,0,,
Hotel Madera Hollywood,d8522570,r820072464,https://www.tripadvisor.com/ShowUserReviews-g294217-d8522570-r820072464-Hotel_Madera_Hollywood-Hong_Kong.html,"Reviewed November 26, 2021 ",2021,8B64549BE525E3D6A9249E5213FB1D9C,5,Good,I love the arrangement made by hotel. The room is nice and comfortable. The lounge not big but warm. The birthday treat was just wonderful!!I would definitely come to here to celebrate again next time ️,1,"dear wongdodo26,thank you very much for staying with us at hotel madera hollywood and for taking the time to share your generous compliments on tripadvisor. we are delighted to read that you had an enjoyable stay with us, loved the room and appreciated our service. we look forward to the immense pleasure of welcoming you back to hotel madera hollywood in the not too distant future.best regards,ethan yuoperations manager","Responded December 13, 2021",good i love the arrangement made by hotel. the room is nice and comfortable. the lounge not big but warm. the birthday treat was just wonderful!!i would definitely come to here to celebrate again next time ️,0,0,0,0,0,0,0,1,0,0,,
